x,y,z
10.298196792602539,17.756792068481445,-3.619460105895996
8.099786758422852,17.877182006835938,-3.4606847763061523
6.035042762756348,17.894840240478516,-3.3299522399902344
4.272707939147949,18.657001495361328,-3.374901294708252
2.5920345783233643,20.629669189453125,-3.6661665439605713
3.710540771484375,149.28359985351562,-26.33083724975586
-9.880706787109375,-60.36963653564453,-10.786430358886719
-3.8181867599487305,-61.41447830200195,-10.849946022033691
2.3713932037353516,-62.29351043701172,-10.991972923278809
8.731806755065918,-62.78412628173828,-11.177085876464844
13.143423080444336,-54.09980010986328,-9.816740036010742
12.467924118041992,-35.41847229003906,-6.620880603790283
12.119400024414062,-25.836257934570312,-5.031942367553711
11.902278900146484,-19.912324905395508,-4.090500354766846
11.750852584838867,-15.819171905517578,-3.4747090339660645
5.679784297943115,-6.232497215270996,-1.4868450164794922
5.573129653930664,-5.003808975219727,-1.3206629753112793
5.683286666870117,-4.156689643859863,-1.2415461540222168
5.8886518478393555,-3.4608914852142334,-1.2043800354003906
6.170086860656738,-2.838715076446533,-1.1975741386413574
6.539933681488037,-2.247850179672241,-1.2193818092346191
7.043251037597656,-1.6559783220291138,-1.2757806777954102
7.389135360717773,-0.9719059467315674,-1.3141274452209473
7.56864070892334,-0.23198279738426208,-1.335184097290039
7.922210216522217,0.5514816641807556,-1.4002809524536133
8.637824058532715,1.4795416593551636,-1.5452661514282227
10.997429847717285,3.041024684906006,-2.011913299560547
10.341946601867676,4.01032018661499,-1.9558706283569336
9.622396469116211,4.888590335845947,-1.9030990600585938
9.22262954711914,5.91404390335083,-1.9318294525146484
9.189343452453613,7.28541374206543,-2.067776679992676
8.885774612426758,8.624570846557617,-2.183469295501709
8.154873847961426,9.678403854370117,-2.2315878868103027
7.82618522644043,11.438688278198242,-2.4438509941101074
10.248658180236816,18.764841079711914,-3.7700767517089844
10.315899848937988,17.78731346130371,-3.1500205993652344
8.111122131347656,17.90218734741211,-3.0108766555786133
6.045305252075195,17.92527961730957,-2.898008346557617
4.279595375061035,18.68708038330078,-2.936868667602539
2.5932741165161133,20.639545440673828,-3.1867213249206543
3.7574462890625,151.1710205078125,-23.165699005126953
-10.747879981994629,-65.66805267333984,-10.193821907043457
-4.17122745513916,-67.09303283691406,-10.298127174377441
2.593796730041504,-68.13574981689453,-10.445577621459961
9.565845489501953,-68.78108215332031,-10.638286590576172
13.204886436462402,-54.35279846191406,-8.568755149841309
12.507186889648438,-35.530025482177734,-5.770391464233398
12.148386001586914,-25.898046493530273,-4.382251739501953
11.925408363342285,-19.951025009155273,-3.5607681274414062
11.770244598388672,-15.8452730178833,-3.0238380432128906
5.805447101593018,-6.370388507843018,-1.3203659057617188
5.655433654785156,-5.0777058601379395,-1.1643486022949219
5.755497932434082,-4.209504127502441,-1.0923700332641602
5.958747863769531,-3.502088785171509,-1.0588302612304688
6.242683410644531,-2.872114419937134,-1.0527048110961914
6.619831085205078,-2.2753121852874756,-1.072352409362793
7.138552665710449,-1.6783851385116577,-1.1234064102172852
7.337413787841797,-0.9651024341583252,-1.1337337493896484
7.512592792510986,-0.23026475310325623,-1.1514277458190918
7.8520731925964355,0.5465995669364929,-1.2058053016662598
8.519695281982422,1.4593082666397095,-1.324178695678711
11.007930755615234,3.043929100036621,-1.7496366500854492
10.162522315979004,3.940744400024414,-1.6697921752929688
9.474889755249023,4.813650131225586,-1.6280803680419922
9.071515083312988,5.817142009735107,-1.6508903503417969
8.977015495300293,7.117077350616455,-1.7549924850463867
9.147039413452148,8.878157615661621,-1.9527950286865234
8.42252254486084,9.996053695678711,-2.0024561882019043
8.461837768554688,12.367754936218262,-2.2956881523132324
10.267010688781738,18.79843521118164,-3.281343460083008
10.333541870117188,17.817733764648438,-2.68221378326416
8.142756462097168,17.97201919555664,-2.569340705871582
6.067424774169922,17.990861892700195,-2.4724345207214355
4.295578479766846,18.756877899169922,-2.505769729614258
2.6049113273620605,20.73215675354004,-2.720991373062134
3.8052215576171875,153.0933074951172,-19.94209861755371
15.388391494750977,-110.64689636230469,-14.547199249267578
13.266496658325195,-54.606361389160156,-7.317744255065918
12.546424865722656,-35.6414680480957,-4.920435905456543
12.17730712890625,-25.95970344543457,-3.7339420318603516
11.948469161987305,-19.989604949951172,-3.032639503479004
11.789566040039062,-15.871285438537598,-2.574594497680664
5.959202766418457,-6.539108753204346,-1.152085304260254
5.747922897338867,-5.16074800491333,-1.0059266090393066
5.835103988647461,-4.267728328704834,-0.9413981437683105
6.035472393035889,-3.5471811294555664,-0.9116334915161133
6.322047710418701,-2.9086272716522217,-0.9062142372131348
6.707528114318848,-2.3054537773132324,-0.9236154556274414
7.242344856262207,-1.7027883529663086,-0.9688205718994141
7.2939229011535645,-0.9593823552131653,-0.9580020904541016
7.465603828430176,-0.22882424294948578,-0.9726338386535645
7.793905735015869,0.5425504446029663,-1.017385482788086
8.425613403320312,1.443192958831787,-1.1131696701049805
11.018379211425781,3.0468170642852783,-1.488668441772461
10.017268180847168,3.884418487548828,-1.3990983963012695
9.353355407714844,4.75190544128418,-1.3661775588989258
8.948131561279297,5.7380218505859375,-1.3842296600341797
8.81424617767334,6.988034248352051,-1.4647607803344727
9.476231575012207,9.197671890258789,-1.7196874618530273
8.778780937194824,10.418869972229004,-1.7741622924804688
10.453917503356934,15.27935791015625,-2.410822868347168
10.285303115844727,18.83193588256836,-2.7942285537719727
10.351142883300781,17.848081588745117,-2.215550422668457
8.195281982421875,18.08795166015625,-2.1323766708374023
6.1016435623168945,18.09233283996582,-2.050297737121582
4.320869445800781,18.8673095703125,-2.0784592628479004
2.6275200843811035,20.912111282348633,-2.2632360458374023
3.85394287109375,155.05319213867188,-16.655029296875
15.53160285949707,-111.67650604248047,-12.107426643371582
13.328320503234863,-54.86079406738281,-6.062409400939941
12.585680961608887,-35.75299072265625,-4.070139408111572
12.206197738647461,-26.021299362182617,-3.086355686187744
11.971482276916504,-20.02810287475586,-2.5055694580078125
11.808837890625,-15.897233963012695,-2.1265172958374023
6.156937599182129,-6.75608491897583,-0.9815444946289062
5.852687835693359,-5.25480842590332,-0.8446168899536133
5.923243522644043,-4.332190990447998,-0.7880158424377441
6.119734764099121,-3.596703290939331,-0.7622394561767578
6.4090895652771,-2.948673725128174,-0.7575626373291016
6.804141044616699,-2.3386619091033936,-0.7725934982299805
7.2050652503967285,-1.6940231323242188,-0.7947893142700195
7.257781982421875,-0.9546283483505249,-0.786064624786377
7.426652431488037,-0.22763049602508545,-0.7978615760803223
7.7461066246032715,0.539222776889801,-0.833803653717041
8.350610733032227,1.4303455352783203,-0.9097633361816406
10.962343215942383,3.0313239097595215,-1.221334457397461
9.898101806640625,3.838209390640259,-1.1399898529052734
9.25238037109375,4.700606822967529,-1.114405632019043
8.84630012512207,5.6727213859558105,-1.128464698791504
8.685347557067871,6.88584041595459,-1.1901960372924805
9.237068176269531,8.96553897857666,-1.382284164428711
9.36442756652832,11.113930702209473,-1.560593605041504
10.469917297363281,15.302740097045898,-1.9910354614257812
10.303552627563477,18.8653507232666,-2.308248519897461
10.368715286254883,17.878379821777344,-1.7495651245117188
8.270902633666992,18.254859924316406,-1.6965398788452148
6.148865699768066,18.23235321044922,-1.6288275718688965
4.3562397956848145,19.021760940551758,-1.651928424835205
2.663727283477783,21.20027732849121,-1.808769702911377
3.903697967529297,157.0538787841797,-13.29913330078125
15.676807403564453,-112.72062683105469,-9.633941650390625
13.390424728393555,-55.11647415161133,-4.801480770111084
12.624988555908203,-35.86466979980469,-3.218660354614258
12.235085487365723,-26.08287239074707,-2.4388437271118164
